Event ID	Description
 	4737	A security-enabled global group was changed. Generated when properties of a global security group are modified. 
 	4738	A user account was changed. Occurs when any attribute of a user account is modified, except for password changes. 
 	4739	Domain Policy was changed.
This event is generated when an Active Directory Domain Policy is changed. It is logged on domain controllers and member computers. 
 	4740	A user account was locked out. Generated when a user account is locked out due to too many failed logon attempts. 
 	4741	A computer account was created.
This event is generated when a new computer object is created. It is logged only on domain controllers. 
 	4742	A computer account was changed. Logged when properties of a computer account are modified. 
 	4743	A computer account was deleted.
This event is generated when a computer object is deleted. It is logged only on domain controllers. 
 	4744	A security-disabled local group was created.
This event is generated every time a user creates a distribution group with domain local scope. It is logged only on domain controllers. 
 	4745	A security-disabled local group was changed.
This event is generated every time a user modifies a distribution group with domain local scope. It is logged only on domain controllers. 
 	4746	A member was added to a security-disabled local group.
This event is generated every time a user, computer, or group is added to a distribution group with domain local scope. It is logged only on domain controllers. 
 	4747	A member was removed from a security-disabled local group.
This event is generated every time a user, computer, or group is removed from a distribution group with domain local scope. It is logged only on domain controllers. 
 	4748	A security-disabled local group was deleted.
This event is generated every time a distribution group with domain local scope is deleted. It is logged only on domain controllers. 
 	4749	A security-disabled global group was deleted. Generated when a global distribution group is deleted. 
 	4750	A security-disabled global group was changed.
This event is generated every time a user modifies a distribution group with global scope. It is logged only on domain controllers. 
 	4751	A member was added to a security-disabled global group.
This event is generated every time a user, computer, or group is added to a distribution group with global scope. It is logged only on domain controllers. 
 	4752	A member was removed from a security-disabled global group.
This event is generated every time a user, computer, or group is removed from a distribution group with global scope. It is logged only on domain controllers. 
 	4753	A security-disabled global group was deleted.
This event is generated every time a distribution group with global scope is deleted. It is logged only on domain controllers. 
 	4754	A security-enabled universal group was created.
This event is generated when a universal security group is created. It is logged only on domain controllers. 
 	4755	A security-enabled universal group was changed.
This event is generated when a universal security group is changed. It is logged only on domain controllers. 
 	4756	A member was added to a security-enabled universal group. Logged when a user or group is added to a universal security group. 
 	4757	A member was removed from a security-enabled universal group.
This event is generated when a member is removed from a universal security group. It is logged only on domain controllers. 
 	4758	A member was added to a security-disabled universal group. Logged when a user or group is added to a universal distribution group. 
 	4759	A security-disabled universal group was created.
This event is generated when a universal distribution group is created. It is logged only on domain controllers. 
 	4760	A security-disabled universal group account was changed.
This event is generated when a universal distribution group is changed. It is logged only on domain controllers. 
 	4761	A member was added to a security-disabled universal group.
This event is generated when Active Directory objects, such as users, groups, or computers, are added to a universal distribution group. It is logged only on domain controllers. 
 	4762	A member was removed from a security-disabled universal group.
This event is generated when Active Directory objects, such as users, groups, or computers, are removed from a universal distribution group. It is logged only on domain controllers. 
 	4763	A security-disabled universal group was deleted.
This event is generated when a universal distribution group is deleted. It is logged only on domain controllers. 
 	4764	A group type was changed.
This event is generated when a group type or scope is changed. It is logged only on domain controllers. 
 	4765	SID History was added to an account.
This event is generated when SID History is added to an account in Active Directory. It is logged on domain controllers and member computers. 
 	4766	An attempt to add SID History to an account failed.
This event is generated when there is an attempt to add SID History to an account. It is logged on domain controllers and member computers. 
 	4767	A user account was unlocked.
This event is generated when a user account gets unlocked (when the Unlock Account checkbox on the user's account tab is selected). It is logged on domain controllers, member servers, and workstations. 
 	4768	A Kerberos authentication ticket (TGT) was requested.
This event is generated every time a user's credentials are checked out. It is logged only on domain controllers for both success and failure events. 
 	4769	A Kerberos service ticket was requested. Logged when an account requests a Kerberos service ticket to access a specific service on the network. 
 	4770	A Kerberos service ticket was renewed. Indicates that a previously issued Kerberos service ticket was renewed. 
 	4771	Kerberos pre-authentication failed.
This event is generated every time a request for a TGT fails (e.g., due to a bad or expired password). It is logged only on domain controllers and only for failure events. 
 	4772	A Kerberos authentication ticket request failed. Occurs when the domain controller fails to issue a TGT (may be due to various authentication failures). 
 	4773	A Kerberos service ticket request failed. Indicates failure when attempting to request a Kerberos service ticket. 
 	4774	An account was mapped for logon. Occurs when a Kerberos ticket is mapped to a local account during the logon process. 
 	4775	An account could not be mapped for logon. Indicates failure to map a Kerberos ticket to a local account during logon. 
 	4776	The domain controller attempted to validate the credentials for an account. Logged whenever a domain controller validates account credentials (for example, during NTLM authentication). 
 	4777	The domain controller failed to validate the credentials for an account. Occurs if a logon attempt fails NTLM validation. 
 	4778	A session was reconnected to a Window Station.
This event is generated when a user reconnects to an existing Terminal Services session, or when a user switches to an existing desktop using Fast User Switching. It is logged on domain controllers, member servers, and workstations. 
 	4779	A session was disconnected from a Window Station.
This event is generated when a user disconnects from an existing Terminal Services session, or when a user switches away from an existing desktop using Fast User Switching. It is logged on domain controllers, member servers, and workstations. 
 	4780	The ACL was set on accounts which are members of administrators groups. Indicates that the Access Control List (ACL) on members of administrator groups has been changed. 
 	4781	The name of an account was changed.
This event is generated when the name of a user or computer account (sAMAccountName attribute) is changed. It is logged only on domain controllers for computer accounts, and on domain controllers and member computers for user accounts. 
 	4782	The password hash of an account was accessed. Occurs when processes or users attempt to read the password hashes of accounts. 
 	4783	A basic application group was created. Logged when an application group object is created in Active Directory. 
 	4784	A basic application group was changed. Occurs when properties of an application group are modified. 
 	4785	A member was added to a basic application group. Logged when a user or other security principal is added to an application group. 
 	4786	A member was removed from a basic application group. Occurs when a member is removed from an application group. 
 	4787	A non-member was added to a basic application group. Logged when a user is explicitly excluded from an application group. 
 	4788	A non-member was removed from a basic application group. Occurs when an explicit exclusion is removed from an application group. 
 	4789	A basic application group was deleted. Logged when an application group object is deleted. 
 	4790	An LDAP query group was created. Occurs when a new application LDAP query group is created. 
 	4791	A member was added to a LDAP query group. Logged when a member is added to an LDAP query group. 
 	4792	A member was removed from a LDAP query group. Occurs when a member is removed from an LDAP query group. 
 	4793	The Password Policy Checking API was called. Logged when password compliance checks are performed, such as validating password complexity requirements. 
 	4794	An attempt was made to set the Directory Services Restore Mode administrator password.
This event is generated when the Directory Services Restore Mode (DSRM) administrator password is changed. It is logged only on domain controllers. 
 	4797	An attempt was made to query the existence of a blank password for an account. Logged when a system checks if an account has a blank password. 
 	4798	A user's local group membership was enumerated.
This event is generated every time a process enumerates the list of security groups that a user belongs to. It is logged on member servers and workstations. 
 	4799	A security-enabled local group membership was enumerated.
This event is generated when a process enumerates a user's local security groups on a computer or device. It is logged on domain controllers and member computers. 
 	4800	A workstation was locked.
This event is generated when a workstation is locked (when a user manually locks their workstation, or when the workstation automatically locks itself after a period of inactivity). It is logged only on workstations. 
 	4801	A workstation was unlocked.
This event is generated when a workstation is unlocked. It is logged only on workstations. 
 	4802	The screen saver was invoked.
This event is generated when a workstation activates the screen saver in response to a period of inactivity. It is logged only on workstations. 
 	4803	The screen saver was dismissed.
This event is generated every time a user dismisses their screen saver. It is logged on domain controllers, member servers, and workstations. 
 	4816	RPC detected an integrity violation while decrypting an incoming message. Logged when Remote Procedure Call detects tampered, invalid, or failed integrity check during decryption of a message. 
 	4817	Auditing settings on object were changed. Occurs when SACL (System Access Control List) auditing settings for an Active Directory object are modified. 
 	4818	Proposed Central Access Policy does not grant the same access as the current Central Access Policy. Occurs when a proposed policy differs in effective permissions from the current policy, indicating a potential change to access rights. 
 	4819	Central Access Policies on the object were changed. Logged when central access policies (CAPs) are changed on a file or folder for dynamic access control. 
 	4820	Kerberos pre-authentication by using DES or RC4 failed because the account was configured to require AES encryption. Logged when an account expects stronger encryption and the request was made using weaker algorithms. 
 	4821	Password history was cleared. Occurs when the password history for an account is removed or reset, potentially impacting policy enforcement. 
 	4822	NTFS permissions on an object were changed. Logged when NTFS access permissions are modified for a file or directory. 
 	4823	NTFS permissions on an object were removed. Occurs when permissions are deleted from an NTFS-secured object. 
 	4824	An attempt was made to set the Directory Services Restore Mode administrator password. Logged when an attempt is made to change the DSRM administrator password (duplicate/variant of 4794). 
 	4825	A user was denied the ability to log on through Remote Interactive logon. Occurs when a user attempts RDP logon but is denied due to policy. 
 	4826	Boot Configuration Data loaded. Occurs when the system loads Boot Configuration Data (BCD), typically at startup. 
 	4864	An authentication certificate was imported by a user. Logged when a user imports a certificate intended for authentication use. 
 	4865	A trusted forest information entry was added to the system. Logged when a new trusted forest (for cross-forest authentication) is added in Active Directory. 
 	4866	A trusted forest information entry was removed from the system. Occurs when a trusted forest entry is deleted from the system/Active Directory. 
 	4867	A trusted forest information entry was modified. Logged when properties or settings for an existing trusted forest are changed. 
 	4868	The certificate store could not be opened. Logged when the system is unable to open a certificate store (for user, computer, or service). 
 	4869	A certificate was mapped to a logon account. Occurs when a digital certificate is associated (mapped) with a user account for authentication. 
 	4870	Certificate Services received a request to publish the certificate revocation list (CRL). Logged when a request is made to Certificate Services to publish a new or updated CRL. 
 	4871	Certificate Services published the certificate revocation list (CRL). Occurs when Certificate Services successfully publishes a CRL. 
 	4872	Certificate Services received a request to publish the delta CRL. Logged when a request is made to publish only the changes (delta) to the CRL. 
 	4873	Certificate Services published the delta CRL. Occurs when Certificate Services successfully publishes the delta (differential) CRL. 
 	4874	Certificate Services received a request to publish the key recovery agent (KRA) certificate list. Logged when a request is made to Certificate Services to publish the current list of key recovery agent certificates. 
 	4875	Certificate Services published the key recovery agent (KRA) certificate list. Occurs when Certificate Services successfully publishes the KRA certificate list. 
 	4876	Certificate Services received a request to publish the certificate trust list (CTL). Logged when a request is made to Certificate Services to publish a certificate trust list. 
 	4877	Certificate Services published the certificate trust list (CTL). Occurs when Certificate Services successfully publishes a CTL. 
 	4878	Certificate Services received a request to publish the delta certificate trust list (CTL). Logged when a request is made to Certificate Services to publish only the changes (delta) to the CTL. 
 	4879	Certificate Services published the delta certificate trust list (CTL). Occurs when Certificate Services successfully publishes the delta CTL. 
 	4880	Certificate Services received a certificate request. Logged when Certificate Services receives a new request for a certificate. 
 	4881	Certificate Services approved a certificate request and issued a certificate. Occurs when a requested certificate is approved and issued by Certificate Services. 
 	4882	Certificate Services denied a certificate request. Logged when a certificate request is denied by Certificate Services. 
 	4883	Certificate Services set the request disposition to pending. Occurs when a certificate request is put in a pending state, waiting for further approval. 
 	4884	Certificate Services revoked a certificate. Logged when a certificate is revoked by Certificate Services and added to the CRL. 
 	4885	Certificate Services received a request to revoke a certificate. Occurs when Certificate Services receives a new request for certificate revocation. 
 	4886	Certificate Services restored a certificate from the archive. Logged when a previously archived certificate is restored from backup. 
 	4887	Certificate Services archived a key. Occurs when a private key is archived by Certificate Services for future recovery. 
 	4888	Certificate Services recovered an archived key. Logged when an archived private key is recovered from Certificate Services. 
 	4889	Certificate Services published the OCSP (Online Certificate Status Protocol) response. Occurs when Certificate Services issues/publishes an OCSP response for certificate status. 
 	4890	The certificate manager processed a pending certificate request. Logged when a certificate manager reviews and processes a certificate request that was previously set as pending. 
 	4891	Certificate Services revoked all certificates issued to a user. Occurs when all certificates previously issued to a user are revoked by Certificate Services. 
 	4892	A configuration entry changed in Certificate Services. Logged when a configuration change is made in the Certificate Services database or settings. 
 	4893	Certificate Services migrated an archived key. Occurs when an archived key is migrated (moved/upgraded) in Certificate Services. 
 	4894	Certificate Services imported a certificate into the certificate store. Logged when a certificate is imported into the Certificate Services certificate store. 
 	4895	Certificate Services published CRLs to a file. Occurs when Certificate Services saves/publishes certificate revocation lists to a file location. 
 	4896	Certificate Services imported a CRL into the certificate store. Logged when a certificate revocation list is imported into the Certificate Services store. 
 	4897	Role separation enabled.
This event is generated when an AD CS server starts and whenever role separation is actually changed. It is logged only on Active Directory Certificate Services (AD CS) servers. 
 	4898	Certificate Services loaded a template. Occurs when Certificate Services loads a certificate template for issuance or management. 
 	4899	A certificate request extension changed. Logged when a certificate request’s extension is changed or modified by Certificate Services. 
 	4900	Certificate Services template security was updated. Occurs when the security permissions on a certificate template are changed. 
 	4902	The per-user audit policy table was created. Occurs when the system creates the storage structure for user-based audit policy settings. 
 	4904	An attempt was made to register a security event source. Logged when a process or service tries to register as a source of security events with the Windows Event Log. 
 	4905	An attempt was made to unregister a security event source. Occurs when a process/service unregisters as a security event source. 
 	4906	The CrashOnAuditFail value has changed. Logged when the system’s CrashOnAuditFail registry setting (to crash or lock out if audit logs can’t be written) is altered. 
 	4907	Auditing settings on an object were changed.
This event is generated every time the SACL of an object, such as a file or a registry key, is changed. It is logged on domain controllers, member servers, and workstations. 
 	4908	The special groups logon table was modified.
This event is generated every time a security identifier (SID) is added to a special group for auditing purposes. It is logged on domain controllers, member servers, and workstations. 
 	4909	The local policy settings for the Windows Firewall have been merged into effective policy. Occurs when local firewall settings are combined with Group Policy for effective enforcement. 
 	4910	The Windows Firewall exception list was modified. Logged when the firewall’s list of allowed programs or ports is changed. 
 	4911	Resource attributes of the object were changed. Occurs when resource attribute tags (used by Dynamic Access Control) are changed on a secured object. 
 	4912	Per user audit policy was changed. Logged when audit policy specifically for a user (rather than computer) is changed. 
 	4913	Central Access Policy on the object was changed. (Variant of 4819) Occurs when central access policies applied to a secured object are modified. 
 	4929	An Active Directory replica source naming context was added. Occurs when a new naming context is added as a replication source to a domain controller. 
 	4930	An Active Directory replica source naming context was modified. Logged when properties or settings for an AD replica source naming context are changed. 
 	4931	An Active Directory replica destination naming context was deleted. Occurs when a DC deletes a naming context that is a replication destination. 
 	4932	An Active Directory replica destination naming context was added. Logged when a domain controller adds a naming context as a destination for replication. 
 	4933	Synchronization of a replica of an Active Directory naming context has begun. Occurs when replication of a naming context starts between DCs. 
 	4934	Synchronization of a replica of an Active Directory naming context has ended. Logged when the synchronization/replication of a naming context completes. 
 	4935	Replication failure begins. Occurs when a domain controller encounters the start of a replication failure on a naming context. 
 	4936	Replication failure ends. Logged when an earlier AD replication failure is resolved and replication resumes. 
 	4937	A lingering object was removed from a replica. Occurs when a domain controller deletes a lingering (unexpected, outdated) object detected during replication. 
 	4944	The following policy was active when the Windows Firewall started. Logged when Windows Firewall starts and records which policy was active at startup. 
 	4945	A rule was listed when the Windows Firewall started. Occurs when Firewall records active rules as it starts. 
 	4946	A change has been made to Windows Firewall exception list. Logged whenever the exception (allowed) list for the firewall is changed. 
 	4947	A change has been made to Windows Firewall settings. Occurs when settings for Windows Firewall are modified, such as default action or profile settings. 
 	4948	A change has been made to Windows Firewall settings. (Variant of 4947) Logged for specific types of firewall changes. 
 	4949	A change has been made to Windows Firewall settings. (Variant of 4947/4948) Occurs when settings are modified. 
 	4950	A Windows Firewall setting has changed. General log when any Windows Firewall setting or configuration is changed. 
 	4951	A rule has been ignored by Windows Firewall because it could not be parsed. Logged when Windows Firewall encounters a rule it cannot interpret due to syntax or configuration error. 
 	4952	Parts of a rule have been ignored by Windows Firewall because they are not recognized or supported. Occurs when some elements of a firewall rule are unrecognized and therefore not applied. 
 	4953	Windows Firewall ignored a rule because it could not parse the rule. Logged when a firewall rule is ignored due to syntax or configuration errors. 
 	4954	Windows Firewall Group Policy settings have changed. Logged when Group Policy–based settings for Windows Firewall are updated on the system. 
 	4956	Windows Firewall has allowed an application to listen on a port for incoming traffic. Logged when an application or process is explicitly allowed to listen for inbound connections on a specified port. 
 	4957	Windows Firewall has blocked an application from listening on a port for incoming traffic. Occurs when an application is prevented from binding to a port to listen for inbound network traffic. 
 	4958	Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer. Logged when a firewall rule is ignored because it references objects (e.g., interfaces) not present or configured. 
 	4960	IPsec dropped an inbound packet that failed an integrity check. Occurs when IPsec discards an inbound packet because data has been tampered with or failed validation. 
 	4961	IPsec dropped an inbound packet that failed a replay check. Logged when an inbound packet is discarded by IPsec because it appears to be a replayed packet. 
 	4962	IPsec dropped an inbound packet that failed a replay check. (Duplicate of 4961) Occurs when IPsec drops a potential replayed packet. 
 	4963	IPsec dropped an inbound packet that failed a replay check. (Duplicate/variant of 4961/4962) Logged for similar replay protection failures in IPsec. 
 	4964	This event is generated when an AD CS server starts and whenever role separation is actually changed. It is logged only on Active Directory Certificate Services (AD CS) servers.
This event is generated when an account that is a member of any defined Special Group logs on. It is logged on domain controllers, member servers, and workstations. 
 	4965	IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI). Occurs when an IPsec packet cannot be matched to an active security association due to SPI mismatch. 
 	4976	During Main Mode negotiation, IPsec received an invalid negotiation packet. Logged when IPsec Main Mode negotiation encounters an invalid or malformed packet.
 	4977	During Quick Mode negotiation, IPsec received an invalid negotiation packet. Occurs when IPsec Quick Mode negotiation receives an invalid packet. 
 	4978	During Extended Mode negotiation, IPsec received an invalid negotiation packet. Logged when IPsec Extended Mode negotiation receives an invalid packet. 
 	4979	IPsec Main Mode and Extended Mode security associations were established. Occurs when both Main and Extended Mode associations are established for IPsec. 
 	4980	IPsec Main Mode and Extended Mode security associations were deleted. Logged when Main and Extended Mode associations are deleted for IPsec. 
 	4981	IPsec QMSA deletion. (IPsec Quick Mode Security Association) Occurs when an IPsec Quick Mode Security Association is deleted. 
 	4982	IPsec Security Associations were established. Logged when new IPsec security associations are successfully created. 
 	4983	IPsec Security Associations were deleted. Occurs when IPsec security associations are deleted. 
 	4984	IPsec QMSA initialization failure. Logged when initialization of an IPsec Quick Mode Security Association fails. 
 	4985	The state of a transaction has changed. Logged when the transaction state of an object (such as a file or registry operation) is modified. 
 	5024	The Windows Firewall service started successfully. Logged when the Windows Firewall service is started on the system. 
 	5025	The Windows Firewall service has been stopped. Occurs when the Windows Firewall service is stopped on the computer. 
 	5027	The Windows Firewall service was unable to retrieve the security policy from the local computer. Logged when Windows Firewall cannot load or process the effective security policy. 
 	5028	The Windows Firewall service was unable to parse the security policy. Occurs when the firewall encounters a syntax or configuration error in the loaded policy. 
 	5029	The Windows Firewall service failed to initialize the driver. Logged when Windows Firewall cannot start because its driver failed to initialize. 
 	5030	The Windows Firewall service failed to start. Occurs when the Windows Firewall service encounters an error and does not start. 
 	5031	The Windows Firewall service blocked an application. Occurs when Windows Firewall blocks a network connection attempt by an application or process. 
 	5032	Windows Firewall was unable to notify the user that it blocked an application. Logged when the firewall blocks an app but cannot display a notification to the user. 
 	5033	The Windows Firewall Driver has started successfully. Occurs when the Windows Firewall low-level filter driver starts up on the system. 
 	5034	The Windows Firewall Driver has been stopped. Logged when the firewall driver stops operating on the system. 
 	5037	The Windows Firewall Driver detected critical runtime error. Occurs when a critical error occurs in the firewall’s driver, potentially affecting filtering. 
 	5038	Code integrity determined that the image hash of a file is not valid. Logged when Windows detects a file (driver, DLL, exe) with an invalid or tampered code integrity hash. 
 	5039	A cryptographic operation was attempted. Occurs when a protected cryptographic operation is performed—such as encryption, decryption, or signing. 
 	5040	A change has been made to IPsec settings. Logged when the IPsec configuration or policies have been modified. 
 	5041	A change has been made to IPsec settings. (Duplicate/variant of 5040) Occurs when IPsec policy or configuration changes. 
 	5042	A change has been made to IPsec settings. (Duplicate/variant of 5040/5041) Logged on additional or specific IPsec changes. 
 	5043	A change has been made to IPsec settings. (Duplicate/variant of 5040–5042) Occurs for policy or rule changes in IPsec. 
 	5044	A change has been made to IPsec settings. (Duplicate/variant of 5040–5043) Logged for IPsec policy/configuration changes. 
 	5045	A change has been made to IPsec settings. (Duplicate/variant of 5040–5044) Occurs for modifications to IPsec configuration or rules. 
 	5046	A change has been made to IPsec settings. (Duplicate/variant of 5040–5045) Logged for any additional changes to IPsec settings. 
 	5047	A change has been made to IPsec settings. (Duplicate/variant of 5040–5046) Occurs for continued tracking of IPsec configuration. 
 	5048	A change has been made to IPsec settings. (Duplicate/variant of 5040–5047) Logged on further changes to IPsec policy. 
 	5049	A change has been made to IPsec settings. (Duplicate/variant of 5040–5048) Occurs for tracking all IPsec settings modifications. 
 	5050	An attempt to programmatically disable the Windows Firewall using a call to INetFwProfile::put_FirewallEnabled failed. Logged when a process tries but fails to disable Windows Firewall via API. 
 	5051	A file was programmatically excluded from Windows Defender Antivirus scanning. Occurs when an exclusion for a file from antivirus scanning is applied using API or policy. 
 	5056	A cryptographic self-test was performed. Logged when Windows performs a self-test on its cryptographic modules to ensure integrity and correct operation. 
 	5057	A cryptographic primitive operation failed. Logged when a cryptographic algorithm operation (like signing or encrypting) fails in Windows cryptographic services. 
 	5058	Key file operation failed. Occurs when an operation on a cryptographic key file (e.g., reading, writing, deletion) does not complete successfully. 
 	5059	Key migration operation failed. Logged when Windows fails to export, import, or migrate a cryptographic key as part of certificate or encryption operations. 
 	5060	Verification operation on cryptographic key failed. Occurs when an attempt to verify a cryptographic key (for integrity or trust) does not complete successfully. 
 	5061	Cryptographic operation. Logged for each usage of a cryptographic key, showing details about operation type, algorithm, and provider. 
 	5062	A kernel-mode cryptographic self-test was performed. Occurs when Windows performs a self-test of its crypto modules at kernel level to ensure correct functioning. 
 	5063	A cryptographic provider operation was attempted. Logged when an operation is performed on a cryptographic provider or key store. 
 	5064	A cryptographic context operation was attempted. Occurs when an operation is performed on a cryptographic context (such as key generation or import). 
 	5065	A cryptographic context operation failed. Logged when an operation on a cryptographic context does not succeed. 
 	5066	A cryptographic context operation completed. Occurs when a cryptographic context operation (e.g., key import, signature) completes successfully or unsuccessfully. 
 	5067	A cryptographic parameter operation was attempted. Logged when a cryptographic operation on parameters (such as algorithm or key length) is initiated. 
 	5068	A cryptographic parameter operation failed. Occurs when a cryptographic parameter operation does not complete successfully. 
 	5069	A cryptographic parameter operation completed. Logged when a cryptographic parameter operation is finished, whether successful or not. 
 	5070	A cryptographic function operation was attempted. Occurs when a specific function (e.g., hash, sign, verify) in the crypto API is called. 
 	5071	A cryptographic provider operation was attempted. Logged when actions are taken on key storage providers or cryptographic providers. 
 	5120	A new volume has been added to the system. Logged when a new storage volume is detected and added (e.g., USB drive, new disk, etc.). 
 	5121	A device was successfully ejected. Logged when a removable device is safely ejected and removed from the system. 
 	5122	A device was successfully installed. Occurs when a new hardware device is successfully installed and available to the system. 
 	5123	A device failed to install. Logged when an attempt to install new device hardware on the system does not succeed. 
 	5124	A security setting was updated on OCSP Responder Service.
This event is generated when a security setting is updated on OCSP Responder Service. It is logged only on OCSP responders/AD CS servers. 
 	5125	A device failed to start. Logged when an installed device cannot be started or initialized by the operating system. 
 	5126	A device was successfully stopped. Occurs when the system successfully stops a hardware device. 
 	5127	A device failed to stop. Logged when an attempt to stop a device does not succeed. 
 	5136	A directory service object was modified.
This event is generated when an Active Directory object is modified. It is logged only on domain controllers. 
 	5137	A directory service object was created.
This event is generated when an Active Directory object is created, provided proper SACLs are configured for the parent object. It is logged only on domain controllers. 
 	5138	A directory service object was undeleted.
This event is generated when an Active Directory object is undeleted. It is logged only on domain controllers. 
 	5139	A directory service object was moved.
This event is generated when an Active Directory object is moved from one OU to another. It is logged only on domain controllers. 
 	5140	A network share object was accessed.
This event is generated when a network share object is accessed. It is logged on domain controllers and member computers. 
 	5141	A directory service object was deleted.
This event is generated when an Active Directory object is deleted. It is logged on domain controllers and member computers. 
 	5142	A network share object was added.
This event is generated whenever a network share object is added. It is logged on domain controllers and member computers. 
 	5143	A network share object was modified.
This event is generated whenever a network share object is modified. It is logged on domain controllers and member computers. 
 	5144	A network share object was deleted. Occurs when a shared folder or resource is removed from the system. 
 	5145	A network share object was checked to see whether the client can be granted desired access. Logged when a system evaluates permissions to grant or deny access to a network share object. 
 	5146	The Windows Filtering Platform has permitted a connection. Logged when WFP allows a network connection (variant of 5156). 
 	5147	The Windows Filtering Platform has blocked a connection. Occurs when WFP blocks a network connection (variant of 5157). 
 	5148	A network connection was attempted with explicit credentials. Occurs when a network connection is made using a specified user account or explicit credentials. 
 	5149	The Windows Filtering Platform has blocked a packet. Logged when WFP blocks a network packet based on security or firewall rules. 
 	5150	The Windows Filtering Platform has permitted a packet. Occurs when WFP explicitly allows a network packet according to policy/rules. 
 	5151	A more restrictive Windows Filtering Platform filter has blocked a packet. Logged when a restrictive WFP rule blocks a network packet that another rule may have allowed. 
 	5152	The Windows Filtering Platform blocked a packet that does not match a valid security association. Occurs when WFP blocks a packet lacking a valid IPsec security association. 
 	5153	The Windows Filtering Platform blocked a packet that does not match an active filter. Logged when a network packet is blocked because it doesn’t match any active WFP filter. 
 	5154	The Windows Filtering Platform has permitted an application or service to listen on a port. Occurs when WFP allows an application or service to bind and listen on a network port. 
 	5155	The Windows Filtering Platform has blocked an application or service from listening on a port. Logged when WFP prevents an application from binding to a network port. 
 	5156	The Windows Filtering Platform has allowed a connection. Occurs when WFP explicitly allows an outbound or inbound network connection. 
 	5157	The Windows Filtering Platform has blocked a connection. Logged when WFP blocks an attempted network connection. 
 	5158	The Windows Filtering Platform has permitted a bind to a local port. Occurs when WFP allows a process to bind to a local port (but not necessarily listen for incoming traffic). 
 	5159	The Windows Filtering Platform has blocked a bind to a local port. Logged when WFP prevents a process from binding to a local port (application cannot listen on that port). 
 	5168	SPN check for SMB/SMB2 failed. Occurs when the Service Principal Name (SPN) validation fails for a server when processing SMB/SMB2 connections. 
 	5169	A trusted logon process has been successfully registered with the Local Security Authority. Logged when the operating system registers a new authentication or logon process. 
 	5170	The service principal name (SPN) check for SMB/SMB2 failed. Occurs when SPN validation fails during SMB/SMB2 protocol negotiation. 
 	5376	Credential Manager credentials were backed up. Occurs when credentials managed by Windows Credential Manager are backed up (e.g., for user profile migration). 
 	5377	Credential Manager credentials were restored from a backup. Logged when backed up Credential Manager credentials are restored. 
 	5378	The requested credentials delegation was disallowed by policy.
This event is generated when the CredSSP delegation for a WinRM double-hop session is not set properly. It is logged on domain controllers and member computers. 
 	5440	A Windows Filtering Platform filter was changed. Logged when a network filtering rule or object is modified in WFP. 
 	5441	A Windows Filtering Platform filter was deleted. Occurs when a filtering rule or object is deleted from the Windows Filtering Platform. 
 	5442	A Windows Filtering Platform provider was changed. Logged when a filtering provider’s properties or configuration are changed. 
 	5443	A Windows Filtering Platform provider was deleted. Occurs when a filtering provider is deleted from WFP. 
 	5444	A Windows Filtering Platform layer was changed. Logged when a WFP layer (which processes network traffic at a certain point) is modified. 
 	5446	A Windows Filtering Platform sub-layer was changed. Occurs when a sub-layer within the WFP model is modified (sub-layers organize filters within layers). 
 	5447	A Windows Filtering Platform sub-layer was deleted. Logged when a sub-layer is deleted from WFP. 
 	5448	A Windows Filtering Platform callout was changed. Occurs when a callout driver (custom filter logic) in WFP is modified. 
 	5449	A Windows Filtering Platform filter has been changed. Logged when a filtering rule or object in WFP is modified. 
 	5450	A Windows Filtering Platform filter has been deleted. Occurs when a WFP filter or rule is deleted. 
 	5451	A WFP filter has been changed. Logged when a Windows Filtering Platform (WFP) filter is modified on the system. 
 	5452	A WFP filter has been deleted. Occurs when a Windows Filtering Platform (WFP) filter is removed from the system. 
 	5453	An IPsec Security Association was deleted by the Windows Filtering Platform. Indicates that IPsec SAs are deleted via WFP. 
 	5456	A Windows Filtering Platform cryptographic provider operation was attempted. Logged when a cryptographic provider operation is initiated by WFP. 
 	5457	A Windows Filtering Platform cryptographic provider operation failed. Occurs when a cryptographic provider operation initiated by WFP fails. 
 	5458	A Windows Filtering Platform cryptographic provider operation completed. Logged when a cryptographic operation by WFP completes, whether successful or not. 
 	5459	A Windows Filtering Platform cryptographic context operation was attempted. Occurs when an operation is attempted on a cryptographic context (key, cert, etc.) in WFP. 
 	5460	A Windows Filtering Platform cryptographic context operation failed. Logged when a cryptographic context operation fails in WFP. 
 	5461	A Windows Filtering Platform cryptographic context operation completed. Occurs when a cryptographic context operation finishes in WFP (success or failure). 
 	5462	A Windows Filtering Platform cryptographic parameter operation was attempted. Logged when WFP attempts an operation on cryptographic parameters. 
 	5463	A Windows Filtering Platform cryptographic parameter operation failed. Occurs when a cryptographic parameter operation initiated by WFP fails. 
 	5464	A Windows Filtering Platform (WFP) callout was deleted. Logged when a callout driver (custom filter logic) in the Windows Filtering Platform is deleted. 
 	5465	A Windows Filtering Platform provider context was changed. Occurs when the configuration or attributes of a WFP provider context are modified. 
 	5466	A Windows Filtering Platform provider context was deleted. Logged when a provider context is removed from WFP, possibly affecting filtering logic. 
 	5467	A Windows Filtering Platform callout was added. Occurs when new callout logic is registered with WFP, enabling custom filtering operations. 
